,element,fixture,opponent_team,total_points,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,position,was_home,was_home_True,opponent_difficulty,form
5574,81,205,11,10,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,5,3,37,30.8,10.0,0.0,4.1,1,0.00,0.01,0.01,0.50,46,69342,918063,89927,20585,Goalkeeper,0,0,3,5.0
5575,83,205,11,1,2023-01-22T14:00:00Z,0,0,21,59,0,0,0,0,0,0,0,0,0,0,0,3,6.4,0.3,0.0,0.7,1,0.00,0.00,0.00,0.41,42,-11872,475518,15969,27841,Midfielder,0,0,3,4.0
5576,85,205,11,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,22,18.4,30.6,8.0,5.7,1,0.00,0.08,0.08,0.50,45,-14885,112024,1337,16222,Defender,0,0,3,2.25
5577,86,205,11,1,2023-01-22T14:00:00Z,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,2,0.6,6.3,0.0,0.7,0,0.00,0.00,0.00,0.09,55,-486,14854,540,1026,Midfielder,0,0,3,3.5
5579,88,205,11,3,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,7,8.0,7.6,4.0,2.0,1,0.05,0.03,0.08,0.50,48,2820,136237,6656,3836,Midfielder,0,0,3,5.0
5580,89,205,11,0,2023-01-22T14:00:00Z,0,0,21,16,0,0,0,0,0,0,0,1,0,0,0,-1,0.4,0.5,0.0,0.1,0,0.00,0.02,0.02,0.02,53,-4993,30765,1739,6732,Midfielder,0,0,3,3.25
5581,90,205,11,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,19,9.4,3.7,6.0,1.9,1,0.10,0.19,0.29,0.50,43,-359,8708,363,722,Defender,0,0,3,2.5
5582,92,205,11,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,22,17.8,0.0,2.0,2.0,1,0.00,0.00,0.00,0.50,44,5399,19985,7105,1706,Defender,0,0,3,4.0
5585,95,205,11,2,2023-01-22T14:00:00Z,0,0,21,73,0,0,1,0,0,0,0,0,0,0,0,2,0.0,3.1,0.0,0.1,1,0.00,0.02,0.02,0.50,59,-49175,367914,31582,80757,Forward,0,0,3,4.0
5587,526,205,11,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,19,11.0,1.3,4.0,1.6,1,0.00,0.03,0.03,0.50,47,187432,995217,208707,21275,Defender,0,0,3,4.0
5592,222,205,4,8,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,2,25,21.8,11.9,6.0,4.0,1,0.00,0.03,0.03,0.29,45,353,11439,1254,901,Defender,1,1,2,2.0
5594,225,205,4,2,2023-01-22T14:00:00Z,0,0,21,78,0,0,1,0,0,0,0,1,0,0,0,9,13.2,21.5,22.0,5.7,1,0.08,0.07,0.15,0.14,64,44058,877315,115151,71093,Midfielder,1,1,2,3.25
5595,227,205,4,1,2023-01-22T14:00:00Z,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,2,0.8,1.3,2.0,0.4,0,0.00,0.06,0.06,0.15,72,10307,49182,12001,1694,Forward,1,1,2,1.5
5596,230,205,4,5,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,1,0,0,0,18,17.4,0.9,0.0,1.8,1,0.00,0.01,0.01,0.29,45,-1467,16444,128,1595,Defender,1,1,2,2.0
5597,233,205,4,3,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,5,8.2,5.0,11.0,2.4,1,0.05,0.07,0.12,0.29,58,-2812,167161,1519,4331,Midfielder,1,1,2,2.25
5598,235,205,4,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,23,13.2,4.9,4.0,2.2,1,0.00,0.02,0.02,0.29,45,-2607,113509,8293,10900,Defender,1,1,2,3.5
5599,237,205,4,1,2023-01-22T14:00:00Z,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.2,0.0,0.0,0,0.00,0.01,0.01,0.05,42,-75842,1351936,26250,102092,Forward,1,1,2,1.5
5600,238,205,4,6,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,21,1.8,0.0,0.0,0.2,1,0.00,0.00,0.00,0.29,45,-2158,200861,4605,6763,Goalkeeper,1,1,2,3.25
5604,245,205,4,3,2023-01-22T14:00:00Z,0,0,21,87,0,0,1,0,0,0,0,0,0,0,0,15,12.8,36.1,0.0,4.9,1,0.00,0.06,0.06,0.24,48,-245,8659,81,326,Midfielder,1,1,2,1.5
5605,246,205,4,3,2023-01-22T14:00:00Z,0,0,21,69,0,0,1,0,0,0,0,0,0,0,0,4,3.6,11.6,14.0,2.9,1,0.17,0.03,0.20,0.14,54,-3792,82120,591,4383,Midfielder,1,1,2,2.25
5607,508,205,4,1,2023-01-22T14:00:00Z,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.6,2.0,0.5,0,0.00,0.01,0.01,0.15,65,-117,26229,301,418,Midfielder,1,1,2,0.0
5608,619,205,4,2,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,12,8.0,17.3,25.0,5.0,1,0.07,0.06,0.13,0.29,50,41310,78170,47661,6351,Forward,1,1,2,3.25
5610,691,205,4,7,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,1,24,9.4,1.3,3.0,1.4,1,0.14,0.01,0.15,0.29,45,278,633,368,90,Defender,1,1,2,1.0
5612,79,212,17,3,2023-02-04T15:00:00Z,3,0,22,90,0,0,1,0,0,0,0,0,0,0,0,10,13.4,3.2,2.0,1.9,1,0.00,0.02,0.02,0.63,53,-1306,21390,1505,2811,Midfielder,1,1,3,3.0
5613,80,212,17,1,2023-02-04T15:00:00Z,3,0,22,90,0,0,1,0,0,0,0,1,0,0,0,7,14.0,15.5,25.0,5.5,1,0.38,0.39,0.77,0.63,77,237933,3516054,383828,145895,Forward,1,1,3,5.0
5614,81,212,17,7,2023-02-04T15:00:00Z,3,0,22,90,0,0,1,0,0,0,0,0,0,5,0,32,30.6,0.0,0.0,3.1,1,0.00,0.01,0.01,0.63,47,85416,1012532,111874,26458,Goalkeeper,1,1,3,7.5
5615,83,212,17,3,2023-02-04T15:00:00Z,3,0,22,60,0,0,1,0,0,0,0,0,0,0,0,10,12.0,30.7,2.0,4.5,1,0.00,0.10,0.10,0.25,42,-31912,443768,14860,46772,Midfielder,1,1,3,3.5
5616,85,212,17,11,2023-02-04T15:00:00Z,3,0,22,90,0,1,1,0,0,0,0,0,0,0,2,38,30.4,15.9,7.0,5.3,1,0.03,0.36,0.39,0.63,45,3817,117046,10253,6436,Defender,1,1,3,3.0
5617,86,212,17,1,2023-02-04T15:00:00Z,3,0,22,29,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.8,2.0,0.5,0,0.00,0.00,0.00,0.38,55,-584,14393,554,1138,Midfielder,1,1,3,2.0
5619,88,212,17,8,2023-02-04T15:00:00Z,3,0,22,81,1,0,1,0,0,0,0,0,0,0,0,20,41.2,2.3,19.0,6.3,1,0.37,0.02,0.39,0.56,48,-967,135550,7614,8581,Midfielder,1,1,3,6.5
5620,89,212,17,6,2023-02-04T15:00:00Z,3,0,22,73,0,1,1,0,0,0,0,0,0,0,0,16,20.6,33.3,10.0,6.4,1,0.23,0.39,0.62,0.53,53,-5331,25593,1506,6837,Midfielder,1,1,3,1.5
5621,90,212,17,1,2023-02-04T15:00:00Z,3,0,22,29,0,0,0,0,0,0,0,0,0,0,0,2,3.6,0.5,4.0,0.8,0,0.08,0.00,0.08,0.38,43,670,9493,1266,596,Defender,1,1,3,3.5
5622,92,212,17,6,2023-02-04T15:00:00Z,3,0,22,90,0,0,1,0,0,0,0,0,0,0,0,25,17.6,0.7,4.0,2.2,1,0.00,0.01,0.01,0.63,44,7714,28280,10455,2741,Defender,1,1,3,6.0
5625,95,212,17,12,2023-02-04T15:00:00Z,3,0,22,81,1,1,1,0,0,0,0,0,0,0,3,45,56.0,43.9,29.0,12.9,1,0.75,0.41,1.16,0.56,58,-38244,331462,29850,68094,Forward,1,1,3,2.0
5626,510,212,17,6,2023-02-04T15:00:00Z,3,0,22,60,0,0,1,0,0,0,0,0,0,0,0,19,2.6,1.5,7.0,1.1,1,0.03,0.01,0.04,0.25,49,433,24028,774,341,Defender,1,1,3,0.0
5627,526,212,17,13,2023-02-04T15:00:00Z,3,0,22,90,1,0,1,0,0,0,0,0,0,0,1,36,48.2,0.8,25.0,7.4,1,0.28,0.01,0.29,0.63,48,197503,1202090,236673,39170,Defender,1,1,3,6.5
5628,580,212,17,1,2023-02-04T15:00:00Z,3,0,22,8,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.3,0.0,1.3,0,0.00,0.03,0.03,0.07,51,-202,7133,108,310,Midfielder,1,1,3,0.5
5629,595,212,17,1,2023-02-04T15:00:00Z,3,0,22,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.07,40,-6904,116600,2858,9762,Defender,1,1,3,0.5
5630,688,212,17,1,2023-02-04T15:00:00Z,3,0,22,16,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.5,4.0,0.7,0,0.00,0.00,0.00,0.11,50,-32,308,53,85,Midfielder,1,1,3,0.5
5632,321,212,4,1,2023-02-04T15:00:00Z,3,0,22,64,0,0,0,2,0,0,0,1,0,0,0,8,2.2,2.4,0.0,0.5,1,0.00,0.02,0.02,1.56,45,-297,19555,315,612,Midfielder,0,0,2,2.0
5633,400,212,4,1,2023-02-04T15:00:00Z,3,0,22,25,0,0,0,1,0,0,0,0,0,0,0,1,9.4,20.8,14.0,4.4,0,0.22,0.00,0.22,0.57,48,22,2834,62,40,Midfielder,0,0,2,0.0
5635,406,212,4,1,2023-02-04T15:00:00Z,3,0,22,45,0,0,0,2,0,0,0,0,0,0,0,5,5.2,0.6,4.0,1.0,1,0.00,0.00,0.00,1.48,52,-261,6568,217,478,Midfielder,0,0,2,1.5
5636,407,212,4,2,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,10,6.4,18.0,4.0,2.8,1,0.09,0.04,0.13,2.13,62,-10327,596361,39832,50159,Midfielder,0,0,2,8.5
5637,408,212,4,1,2023-02-04T15:00:00Z,3,0,22,9,0,0,0,0,0,0,0,0,0,0,0,3,3.4,0.4,7.0,1.1,0,0.02,0.00,0.02,0.08,54,-2861,89102,2473,5334,Forward,0,0,2,1.5
5639,410,212,4,1,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,19,30.0,0.4,5.0,3.5,1,0.03,0.01,0.04,2.13,42,-191,19814,201,392,Defender,0,0,2,0.0
5641,416,212,4,1,2023-02-04T15:00:00Z,3,0,22,45,0,0,0,2,0,0,0,0,0,0,0,7,8.4,11.3,0.0,2.0,1,0.00,0.02,0.02,1.48,42,-1002,38885,735,1737,Midfielder,0,0,2,1.5
5642,417,212,4,1,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,12,15.4,2.4,21.0,3.9,1,0.03,0.00,0.03,2.13,42,-9241,68656,2858,12099,Defender,0,0,2,1.0
5644,422,212,4,1,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,8,2.2,0.0,0.0,0.2,1,0.00,0.00,0.00,2.13,45,-1713,71966,2067,3780,Goalkeeper,0,0,2,3.0
5649,624,212,4,2,2023-02-04T15:00:00Z,3,0,22,64,0,0,0,2,0,0,0,0,0,0,0,14,8.8,2.0,5.0,1.6,1,0.10,0.01,0.11,1.56,47,-50,1278,110,160,Midfielder,0,0,2,2.5
5650,693,212,4,1,2023-02-04T15:00:00Z,3,0,22,25,0,0,0,1,0,0,0,0,0,0,0,6,2.8,1.0,2.0,0.6,0,0.02,0.00,0.02,0.57,50,38,371,124,86,Midfielder,0,0,2,0.5
5651,716,212,4,1,2023-02-04T15:00:00Z,3,0,22,90,0,0,0,3,0,0,0,0,0,0,0,14,20.4,41.0,2.0,6.3,1,0.00,0.07,0.07,2.13,45,196,247,209,13,Defender,0,0,2,0.0
5652,731,212,4,1,2023-02-04T15:00:00Z,3,0,22,45,0,0,0,1,0,0,0,0,0,0,0,3,7.4,10.9,13.0,3.1,0,0.02,0.01,0.03,0.64,50,440,490,466,26,Midfielder,0,0,2,0.0
5653,732,212,4,1,2023-02-04T15:00:00Z,3,0,22,45,0,0,0,1,0,0,0,0,0,0,0,6,10.8,33.3,19.0,6.3,0,0.04,0.01,0.05,0.64,55,1666,1768,1772,106,Forward,0,0,2,0.0
5654,79,232,7,1,2023-02-18T15:00:00Z,1,1,24,83,0,0,0,1,0,0,0,1,0,0,0,7,13.0,16.1,17.0,4.6,1,0.26,0.08,0.34,0.96,53,420,20478,1457,1037,Midfielder,1,1,3,3.3333333333333335
5655,80,232,7,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,2,5.0,2.1,30.0,3.7,1,0.11,0.03,0.14,1.11,77,242553,3465586,300408,57855,Forward,1,1,3,3.6666666666666665
5656,81,232,7,3,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,3,0,19,25.8,0.0,0.0,2.6,1,0.00,0.00,0.00,1.11,47,82016,1107985,93009,10993,Goalkeeper,1,1,3,7.666666666666667
5657,83,232,7,3,2023-02-18T15:00:00Z,1,1,24,62,0,0,1,0,0,0,0,0,0,0,0,9,4.0,7.8,0.0,1.2,1,0.00,0.10,0.10,0.29,41,-3011,438004,15049,18060,Midfielder,1,1,3,1.6666666666666667
5658,85,232,7,2,2023-02-18T15:00:00Z,1,1,24,75,0,0,0,1,0,0,0,0,0,0,0,6,12.6,1.3,2.0,1.6,1,0.00,0.05,0.05,0.96,45,18895,145521,23151,4256,Defender,1,1,3,6.333333333333333
5659,86,232,7,7,2023-02-18T15:00:00Z,1,1,24,14,1,0,0,0,0,0,0,0,0,0,1,20,33.4,0.8,18.0,5.2,0,0.24,0.00,0.24,0.15,55,8,14196,484,476,Midfielder,1,1,3,1.3333333333333333
5661,88,232,7,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,17,23.8,61.3,6.0,9.1,1,0.00,0.34,0.34,1.11,48,3911,145172,9410,5499,Midfielder,1,1,3,4.333333333333333
5662,89,232,7,3,2023-02-18T15:00:00Z,1,1,24,62,0,0,1,0,0,0,0,0,0,0,0,3,0.4,10.8,0.0,1.1,1,0.00,0.01,0.01,0.29,53,-659,24572,1469,2128,Midfielder,1,1,3,2.3333333333333335
5664,92,232,7,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,16,21.0,1.1,6.0,2.8,1,0.00,0.01,0.01,1.11,44,2967,32222,5059,2092,Defender,1,1,3,4.666666666666667
5666,94,232,7,1,2023-02-18T15:00:00Z,1,1,24,6,0,0,0,0,0,0,0,0,0,0,0,3,3.6,1.6,0.0,0.5,0,0.00,0.01,0.01,0.15,45,-24,18948,156,180,Midfielder,1,1,3,0.0
5667,95,232,7,5,2023-02-18T15:00:00Z,1,1,24,90,0,1,0,1,0,0,0,0,0,0,0,18,22.6,20.2,5.0,4.8,1,0.03,0.14,0.17,1.11,58,17411,364946,44157,26746,Forward,1,1,3,5.333333333333333
5668,510,232,7,2,2023-02-18T15:00:00Z,1,1,24,75,0,0,0,1,0,0,0,0,0,0,0,13,9.0,1.8,17.0,2.8,1,0.03,0.01,0.04,0.96,49,251,25150,654,403,Defender,1,1,3,2.0
5669,526,232,7,1,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,1,0,0,0,12,19.6,0.5,2.0,2.2,1,0.00,0.01,0.01,1.11,50,148830,1517856,171653,22823,Defender,1,1,3,7.0
5670,580,232,7,1,2023-02-18T15:00:00Z,1,1,24,27,0,0,0,1,0,0,0,0,0,0,0,4,6.2,12.5,10.0,2.9,0,0.00,0.01,0.01,0.82,51,-34,7131,76,110,Midfielder,1,1,3,0.3333333333333333
5672,688,232,7,1,2023-02-18T15:00:00Z,1,1,24,27,0,0,0,1,0,0,0,0,0,0,0,2,0.2,5.0,13.0,1.8,0,0.16,0.02,0.18,0.82,50,-13,356,34,47,Midfielder,1,1,3,0.3333333333333333
5673,18,232,4,3,2023-02-18T15:00:00Z,1,1,24,62,0,0,1,0,0,0,0,0,0,0,0,16,7.6,5.8,0.0,1.3,1,0.00,0.03,0.03,0.35,43,-159,24850,106,265,Midfielder,0,0,2,0.3333333333333333
5678,159,232,4,1,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,1,0,0,0,12,17.8,50.8,6.0,7.5,1,0.00,0.17,0.17,0.83,53,-239,25663,543,782,Midfielder,0,0,2,2.3333333333333335
5679,161,232,4,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,8,7.2,11.8,4.0,2.3,1,0.05,0.01,0.06,0.83,47,6,12653,549,543,Midfielder,0,0,2,3.6666666666666665
5682,165,232,4,1,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,1,0,0,0,14,32.2,0.9,52.0,8.5,1,0.10,0.01,0.11,0.83,45,-9081,173816,73,9154,Defender,0,0,2,0.0
5683,166,232,4,1,2023-02-18T15:00:00Z,1,1,24,10,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,5.0,0.5,0,0.08,0.00,0.08,0.38,51,-9026,224978,4800,13826,Forward,0,0,2,1.6666666666666667
5684,167,232,4,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,12,13.6,1.2,0.0,1.5,1,0.00,0.01,0.01,0.83,44,-1226,119938,2120,3346,Defender,0,0,2,2.6666666666666665
5685,168,232,4,2,2023-02-18T15:00:00Z,1,1,24,79,0,0,1,0,0,0,0,0,0,0,0,5,4.0,0.5,11.0,1.6,1,0.19,0.00,0.19,0.45,51,-511,39453,777,1288,Forward,0,0,2,1.3333333333333333
5686,169,232,4,9,2023-02-18T15:00:00Z,1,1,24,27,1,0,0,1,0,0,0,0,0,0,3,27,41.6,4.8,33.0,7.9,0,0.55,0.01,0.56,0.48,54,-11578,232073,3664,15242,Midfielder,0,0,2,1.6666666666666667
5687,170,232,4,6,2023-02-18T15:00:00Z,1,1,24,81,0,0,1,0,0,0,0,0,0,0,0,18,8.6,1.2,0.0,1.0,1,0.00,0.00,0.00,0.45,44,-1040,70581,1177,2217,Defender,0,0,2,2.6666666666666665
5688,171,232,4,8,2023-02-18T15:00:00Z,1,1,24,79,0,1,1,0,0,0,0,0,0,0,2,23,31.8,41.7,11.0,8.5,1,0.06,0.57,0.63,0.45,54,-862,42902,3874,4736,Midfielder,0,0,2,1.3333333333333333
5690,514,232,4,2,2023-02-18T15:00:00Z,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,11,13.4,12.3,0.0,2.6,1,0.00,0.04,0.04,0.83,50,-112,11818,158,270,Midfielder,0,0,2,3.0
5691,530,232,4,1,2023-02-18T15:00:00Z,1,1,24,8,0,0,0,1,0,0,0,0,0,0,0,4,3.8,0.5,0.0,0.4,0,0.00,0.00,0.00,0.38,44,-424,5962,22,446,Defender,0,0,2,2.3333333333333335
5694,725,232,4,1,2023-02-18T15:00:00Z,1,1,24,10,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.4,4.0,0.3,0,0.07,0.00,0.07,0.38,45,53,219,76,23,Midfielder,0,0,2,1.0
5695,79,253,9,7,2023-03-06T20:00:00Z,3,2,26,90,0,1,0,2,0,0,0,0,0,0,2,26,15.6,12.3,4.0,3.2,1,0.00,0.03,0.03,1.42,53,-53,18915,608,661,Midfielder,1,1,3,2.5
5696,80,253,9,8,2023-03-06T20:00:00Z,3,2,26,90,1,0,0,2,0,0,0,0,0,0,2,26,33.6,10.8,27.0,7.1,1,0.91,0.45,1.36,1.42,77,581217,3594853,707763,126546,Forward,1,1,3,5.5
5697,81,253,9,2,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,3,0,13,19.0,0.0,0.0,1.9,1,0.00,0.00,0.00,1.42,48,342541,1481116,379377,36836,Goalkeeper,1,1,3,4.5
5698,83,253,9,1,2023-03-06T20:00:00Z,3,2,26,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,2.0,0.2,0,0.00,0.00,0.00,0.21,41,-4251,431437,14120,18371,Midfielder,1,1,3,2.0
5699,85,253,9,1,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,0,0,17,18.4,16.2,17.0,5.2,1,0.07,0.27,0.34,1.42,45,200382,335432,224587,24205,Defender,1,1,3,2.0
5700,86,253,9,1,2023-03-06T20:00:00Z,3,2,26,14,0,0,0,1,0,0,0,0,0,0,0,3,4.0,0.2,0.0,0.4,0,0.00,0.00,0.00,0.29,55,1086,15599,1636,550,Midfielder,1,1,3,4.5
5702,88,253,9,10,2023-03-06T20:00:00Z,3,2,26,90,1,0,0,2,0,0,0,0,0,0,3,30,39.0,4.9,37.0,8.1,1,0.41,0.03,0.44,1.42,48,14898,151543,20985,6087,Midfielder,1,1,3,2.0
5703,89,253,9,2,2023-03-06T20:00:00Z,3,2,26,76,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8,10.0,0.7,1,0.10,0.01,0.11,1.13,53,1132,23533,2487,1355,Midfielder,1,1,3,2.0
5704,90,253,9,1,2023-03-06T20:00:00Z,3,2,26,1,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.8,0.0,0.2,0,0.00,0.00,0.00,0.21,43,-21,8177,295,316,Defender,1,1,3,1.0
5705,92,253,9,7,2023-03-06T20:00:00Z,3,2,26,90,1,0,0,2,0,0,0,0,0,0,0,22,54.8,0.5,21.0,7.6,1,0.05,0.05,0.10,1.42,44,48125,75074,73205,25080,Defender,1,1,3,2.0
5708,95,253,9,2,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,1,0,0,0,0,0,0,0,0,10.4,30.3,27.0,6.8,1,0.73,0.11,0.84,1.21,58,112018,461504,138307,26289,Forward,1,1,3,3.5
5709,510,253,9,5,2023-03-06T20:00:00Z,3,2,26,90,0,1,0,1,0,0,0,0,0,0,0,18,10.4,1.1,3.0,1.5,1,0.02,0.01,0.03,1.21,49,1110,26512,1638,528,Defender,1,1,3,1.0
5710,526,253,9,1,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,0,0,9,13.0,0.3,7.0,2.0,1,0.06,0.00,0.06,1.42,50,433645,1786117,504876,71231,Defender,1,1,3,1.5
5711,580,253,9,2,2023-03-06T20:00:00Z,3,2,26,75,0,0,0,1,0,0,0,0,0,0,0,12,12.4,17.5,0.0,3.0,1,0.00,0.12,0.12,1.13,50,-8,7148,85,93,Midfielder,1,1,3,0.5
5713,688,253,9,4,2023-03-06T20:00:00Z,3,2,26,13,0,1,0,1,0,0,0,0,0,0,0,18,20.0,10.5,6.0,3.7,0,0.00,0.09,0.09,0.29,49,-3,360,23,26,Midfielder,1,1,3,0.5
5714,1,253,4,1,2023-03-06T20:00:00Z,3,2,26,7,0,0,0,1,0,0,0,0,0,0,0,5,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,0.35,42,-71,15056,151,222,Defender,0,0,2,0.3333333333333333
5715,2,253,4,2,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,3,0,0,0,0,0,3,0,19,25.0,0.0,0.0,2.5,1,0.00,0.00,0.00,2.34,45,-2333,384759,23574,25907,Goalkeeper,0,0,2,6.333333333333333
5718,201,253,4,1,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,3,0,0,0,0,0,0,0,17,20.4,1.4,0.0,2.2,1,0.00,0.01,0.01,2.34,46,-21794,389831,22337,44131,Defender,0,0,2,5.666666666666667
5720,205,253,4,1,2023-03-06T20:00:00Z,3,2,26,15,0,0,0,1,0,0,0,0,0,0,0,2,5.2,0.6,0.0,0.6,0,0.00,0.00,0.00,0.46,55,-2299,17959,267,2566,Midfielder,0,0,2,2.3333333333333335
5722,211,253,4,2,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,3,0,0,0,0,0,0,0,11,11.4,15.1,11.0,3.8,1,0.02,0.05,0.07,2.34,44,-2079,72072,479,2558,Midfielder,0,0,2,2.3333333333333335
5723,212,253,4,1,2023-03-06T20:00:00Z,3,2,26,15,0,0,0,1,0,0,0,0,0,0,0,2,2.2,0.6,0.0,0.3,0,0.00,0.00,0.00,0.46,57,-521,8064,308,829,Midfielder,0,0,2,1.6666666666666667
5725,215,253,4,1,2023-03-06T20:00:00Z,3,2,26,82,0,0,0,2,0,0,0,0,0,0,0,13,16.0,21.8,0.0,3.8,1,0.00,0.16,0.16,1.99,44,-6081,66112,3032,9113,Defender,0,0,2,4.666666666666667
5726,217,253,4,1,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,3,0,0,0,0,0,0,0,15,22.8,17.8,0.0,4.1,1,0.00,0.04,0.04,2.34,44,15422,62146,21694,6272,Defender,0,0,2,6.666666666666667
5729,346,253,4,8,2023-03-06T20:00:00Z,3,2,26,90,0,2,0,3,0,0,0,0,0,0,0,20,3.0,9.5,21.0,3.4,1,0.65,0.03,0.68,2.34,44,-231797,1851094,18011,249808,Midfielder,0,0,2,3.3333333333333335
5730,470,253,4,1,2023-03-06T20:00:00Z,3,2,26,90,0,0,0,3,0,0,0,0,0,0,0,12,8.8,1.6,0.0,1.0,1,0.00,0.02,0.02,2.34,43,-1810,50063,4500,6310,Defender,0,0,2,4.666666666666667
5732,562,253,4,7,2023-03-06T20:00:00Z,3,2,26,74,1,0,0,2,0,0,0,0,0,0,0,25,45.6,4.0,33.0,8.3,1,0.58,0.03,0.61,1.88,49,13489,20261,15047,1558,Midfielder,0,0,2,6.333333333333333
5733,614,253,4,1,2023-03-06T20:00:00Z,3,2,26,82,0,0,0,2,0,0,0,1,0,0,0,1,0.0,5.3,0.0,0.5,1,0.00,0.02,0.02,1.99,55,-7510,55956,5398,12908,Midfielder,0,0,2,4.333333333333333
5734,618,253,4,7,2023-03-06T20:00:00Z,3,2,26,7,1,0,0,1,0,0,0,0,0,0,2,26,32.2,1.3,17.0,5.1,0,0.18,0.00,0.18,0.35,54,-1668,20438,1450,3118,Forward,0,0,2,2.0
5735,726,253,4,1,2023-03-06T20:00:00Z,3,2,26,74,0,0,0,2,0,0,0,1,0,0,0,6,0.0,3.3,1.0,0.2,1,0.02,0.02,0.04,1.88,45,-9,325,39,48,Midfielder,0,0,2,0.6666666666666666
5736,79,263,8,1,2023-03-11T15:00:00Z,1,0,27,73,0,0,0,1,0,0,0,1,0,0,0,12,8.0,15.2,4.0,2.7,1,0.04,0.16,0.20,1.00,53,7201,26612,8010,809,Midfielder,0,0,3,4.0
5737,80,263,8,2,2023-03-11T15:00:00Z,1,0,27,90,0,0,0,1,0,0,0,0,0,0,0,-6,0.0,5.6,19.0,2.3,1,0.43,0.03,0.46,1.03,78,843235,4462625,892596,49361,Forward,0,0,3,6.333333333333333
